Unnamed: 0,HGNC,Ensembl_ID,pathway_id,pathway_name,KEGG_ID,Level_0,Level_1,Level_2,Level_3,Level_4
650,BCL2,ENSG00000171791,R-HSA-111447,Activation of BAD and translocation to mitochondria ,573,0: 09182 Protein families: genetic information processing,1: 03110 Chaperones and folding catalysts [BR:hsa03110],2: 573 (BAG1),,
651,BCL2L11,ENSG00000153094,R-HSA-193648,NRAGE signals death through JNK,10018,,,,,
652,BCL2L12,ENSG00000126453,,,83596,,,,,
653,BCL2L13,ENSG00000099968,,,23786,,,,,
654,BCL3,ENSG00000069399,,,602,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 602 (BCL3),,
655,BCL6,ENSG00000113916,R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,63035,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 63035 (BCORL1),,
656,BCL7A,ENSG00000110987,R-HSA-9824585,Regulation of MITF-M-dependent genes involved in pigmentation,605,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 605 (BCL7A),,
657,BCL9,ENSG00000116128,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,607,,,,,
658,BCL9L,ENSG00000186174,R-HSA-201722,Formation of the beta-catenin:TCF transactivating complex,283149,,,,,
659,BCL10,ENSG00000142867,R-HSA-1169091,Activation of NF-kappaB in B cells,8915,,,,,
660,BCL11A,ENSG00000119866,R-HSA-9700645,ALK mutants bind TKIs,53335,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 53335 (BCL11A),,
661,BCL11B,ENSG00000127152,,,64919,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 64919 (BCL11B),,
662,BCLAF1,ENSG00000029363,,,256643,,,,,
663,BCO1,ENSG00000135697,R-HSA-975634,Retinoid metabolism and transport,53630,,,,,
664,BCOR,ENSG00000183337,,,154288,0: 09183 Protein families: signaling and cellular processes,1: 04812 Cytoskeleton proteins [BR:hsa04812],2: 154288 (KHDC3L),,
665,BCORL1,ENSG00000085185,,,63035,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 63035 (BCORL1),,
666,BCR,ENSG00000186716,R-HSA-5655302,Signaling by FGFR1 in disease,119559,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 119559 (SFXN4),,
667,BDH1,ENSG00000161267,R-HSA-77111,Synthesis of Ketone Bodies,622,,,,,
668,BDKRB1,ENSG00000100739,R-HSA-416476,G alpha (q) signalling events,623,0: 09183 Protein families: signaling and cellular processes,1: 04030 G protein-coupled receptors [BR:hsa04030],2: 623 (BDKRB1),,
669,BDP1,ENSG00000145734,R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,26469,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 26469 (PTPN18),,
670,BEGAIN,ENSG00000183092,R-HSA-6794361,Neurexins and neuroligins,57596,,,,,
671,BEND2,ENSG00000177324,,,139105,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 139105 (BEND2),,
672,BEND3,ENSG00000178409,,,57673,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 57673 (BEND3),,
673,BEND4,ENSG00000188848,,,389206,0: 09182 Protein families: genetic information processing,1: 03400 DNA repair and recombination proteins [BR:hsa03400],2: 389206 (BEND4),,
674,BEND5,ENSG00000162373,,,79656,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 79656 (BEND5),,
675,BFSP1,ENSG00000125864,,,631,0: 09183 Protein families: signaling and cellular processes,1: 04812 Cytoskeleton proteins [BR:hsa04812],2: 631 (BFSP1),,
676,BGN,ENSG00000182492,R-HSA-2022923,Dermatan sulfate biosynthesis,192134,0: 09181 Protein families: metabolism,1: 01003 Glycosyltransferases [BR:hsa01003],2: 192134 (B3GNT6),,
677,BHLHE40,ENSG00000134107,R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",8553,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 8553 (BHLHE40),,
678,BHMT,ENSG00000145692,R-HSA-1614635,Sulfur amino acid metabolism,23743,,,,,
679,BICC1,ENSG00000122870,,,80114,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 80114 (BICC1),,
680,BICD1,ENSG00000151746,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,636,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 636 (BICD1),,
681,BICD2,ENSG00000185963,R-HSA-6811436,COPI-independent Golgi-to-ER retrograde traffic,23299,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 23299 (BICD2),,
682,BICRA,ENSG00000063169,,,29998,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 29998 (BICRA),,
683,BIRC3,ENSG00000023445,R-HSA-5675482,Regulation of necroptotic cell death,330,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 330 (BIRC3),,
684,BIRC6,ENSG00000115760,R-HSA-9700645,ALK mutants bind TKIs,57448,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 57448 (BIRC6),,
685,BLM,ENSG00000197299,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,642,0: 09181 Protein families: metabolism,1: 01002 Peptidases and inhibitors [BR:hsa01002],2: 642 (BLMH),,
686,BLVRA,ENSG00000106605,R-HSA-189483,Heme degradation,644,,,,,
687,BLZF1,ENSG00000117475,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,8548,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 8548 (BLZF1),,
688,BMP1,ENSG00000168487,R-HSA-1650814,Collagen biosynthesis and modifying enzymes,8200,0: 09183 Protein families: signaling and cellular processes,1: 04052 Cytokines and neuropeptides [BR:hsa04052],2: 8200 (GDF5),,
689,BMP2,ENSG00000125845,R-HSA-8939902,Regulation of RUNX2 expression and activity,55589,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 55589 (BMP2K),,
690,BMP2K,ENSG00000138756,,,55589,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 55589 (BMP2K),,
691,BMP3,ENSG00000152785,,,2662,0: 09183 Protein families: signaling and cellular processes,1: 04052 Cytokines and neuropeptides [BR:hsa04052],2: 2662 (GDF10),,
692,BMP5,ENSG00000112175,,,653,0: 09183 Protein families: signaling and cellular processes,1: 04052 Cytokines and neuropeptides [BR:hsa04052],2: 653 (BMP5),,
693,BMP6,ENSG00000153162,,,654,0: 09183 Protein families: signaling and cellular processes,1: 04052 Cytokines and neuropeptides [BR:hsa04052],2: 654 (BMP6),,
694,BMP7,ENSG00000101144,R-HSA-2129379,Molecules associated with elastic fibres,655,0: 09183 Protein families: signaling and cellular processes,1: 04052 Cytokines and neuropeptides [BR:hsa04052],2: 655 (BMP7),,
695,BMP8A,ENSG00000183682,,,353500,0: 09183 Protein families: signaling and cellular processes,1: 04052 Cytokines and neuropeptides [BR:hsa04052],2: 353500 (BMP8A),,
696,BMP10,ENSG00000163217,R-HSA-201451,Signaling by BMP,27302,0: 09183 Protein families: signaling and cellular processes,1: 04052 Cytokines and neuropeptides [BR:hsa04052],2: 27302 (BMP10),,
697,BMPER,ENSG00000164619,,,168667,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 168667 (BMPER),,
698,BMPR1A,ENSG00000107779,R-HSA-201451,Signaling by BMP,657,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 657 (BMPR1A),,
699,BMPR2,ENSG00000204217,R-HSA-201451,Signaling by BMP,659,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 659 (BMPR2),,
700,BMS1,ENSG00000165733,R-HSA-6791226,Major pathway of rRNA processing in the nucleolus and cytosol,9790,0: 09182 Protein families: genetic information processing,1: 03009 Ribosome biogenesis [BR:hsa03009],2: 9790 (BMS1),,
701,BMT2,ENSG00000164603,R-HSA-9639288,Amino acids regulate mTORC1,154743,0: 09182 Protein families: genetic information processing,1: 03009 Ribosome biogenesis [BR:hsa03009],2: 154743 (SAMTOR),,
702,BNC1,ENSG00000169594,,,40,0: 09183 Protein families: signaling and cellular processes,1: 04040 Ion channels [BR:hsa04040],,,
703,BNC2,ENSG00000173068,,,54796,0: 09182 Protein families: genetic information processing,1: 03000 Transcription factors [BR:hsa03000],2: 54796 (BNC2),,
704,BOC,ENSG00000144857,R-HSA-5632681,Ligand-receptor interactions,4948,0: 09183 Protein families: signaling and cellular processes,1: 02000 Transporters [BR:hsa02000],2: 4948 (OCA2),,
705,BOD1L1,ENSG00000038219,R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,259282,0: 09182 Protein families: genetic information processing,1: 03400 DNA repair and recombination proteins [BR:hsa03400],2: 259282 (BOD1L1),,
706,BOD1L2,ENSG00000228075,,,284257,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 284257 (BOD1L2),,
707,BOLA3,ENSG00000163170,,,388962,0: 09182 Protein families: genetic information processing,1: 03029 Mitochondrial biogenesis [BR:hsa03029],2: 388962 (BOLA3),,
708,BOLL,ENSG00000152430,,,66037,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 66037 (BOLL),,
709,BORA,ENSG00000136122,R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,79866,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 79866 (BORA),,
710,BPIFB2,ENSG00000078898,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),80341,,,,,
711,BPIFB3,ENSG00000186190,,,359710,,,,,
712,BPIFB6,ENSG00000167104,R-HSA-6803157,Antimicrobial peptides,128859,,,,,
713,BPTF,ENSG00000171634,,,2186,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 2186 (BPTF),,
714,BRAF,ENSG00000157764,R-HSA-5673000,RAF activation,10362,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 10362 (HMG20B),,
715,BRAT1,ENSG00000106009,,,221927,0: 09182 Protein families: genetic information processing,1: 03400 DNA repair and recombination proteins [BR:hsa03400],2: 221927 (BRAT1),,
716,BRCA1,ENSG00000012048,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,672,0: 09181 Protein families: metabolism,1: 01009 Protein phosphatases and associated proteins [BR:hsa01009],2: 672 (BRCA1),,
717,BRCA2,ENSG00000139618,R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,56647,0: 09182 Protein families: genetic information processing,1: 03009 Ribosome biogenesis [BR:hsa03009],2: 56647 (BCCIP),,
718,BRD1,ENSG00000100425,R-HSA-3214847,HATs acetylate histones,23774,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 23774 (BRD1),,
719,BRD3,ENSG00000169925,,,266655,,,,,
720,BRD4,ENSG00000141867,R-HSA-9679191,Potential therapeutics for SARS,29998,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 29998 (BICRA),,
721,BRD7,ENSG00000166164,R-HSA-6804758,Regulation of TP53 Activity through Acetylation,29117,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 29117 (BRD7),,
722,BRD8,ENSG00000112983,R-HSA-3214847,HATs acetylate histones,10902,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 10902 (BRD8),,
723,BRD9,ENSG00000028310,,,65980,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 65980 (BRD9),,
724,BRDT,ENSG00000137948,,,676,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 676 (BRDT),,
725,BRF1,ENSG00000185650,R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,677,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 677 (ZFP36L1),,
726,BRINP1,ENSG00000078725,,,1620,,,,,
727,BRINP2,ENSG00000198797,,,57795,,,,,
728,BRINP3,ENSG00000162670,,,339479,,,,,
729,BRIP1,ENSG00000136492,R-HSA-5389840,Mitochondrial translation elongation,64979,0: 09182 Protein families: genetic information processing,1: 03011 Ribosome [BR:hsa03011],2: 64979 (MRPL36),,
730,BRPF1,ENSG00000156983,R-HSA-3214847,HATs acetylate histones,7862,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 7862 (BRPF1),,
731,BRPF3,ENSG00000096070,R-HSA-114608,Platelet degranulation ,27154,0: 09182 Protein families: genetic information processing,1: 03036 Chromosome and associated proteins [BR:hsa03036],2: 27154 (BRPF3),,
732,BRSK1,ENSG00000160469,,,84446,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 84446 (BRSK1),,
733,BRSK2,ENSG00000174672,,,9024,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 9024 (BRSK2),,
734,BRWD1,ENSG00000185658,R-HSA-3247509,Chromatin modifying enzymes,54014,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 54014 (BRWD1),,
735,BRWD3,ENSG00000165288,,,254065,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 254065 (BRWD3),,
736,BSN,ENSG00000164061,R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea,23636,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 23636 (NUP62),,
737,BSND,ENSG00000162399,R-HSA-2672351,Stimuli-sensing channels,5339,0: 09183 Protein families: signaling and cellular processes,1: 04812 Cytoskeleton proteins [BR:hsa04812],2: 5339 (PLEC),,
738,BTAF1,ENSG00000095564,,,9044,0: 09182 Protein families: genetic information processing,1: 03021 Transcription machinery [BR:hsa03021],2: 9044 (BTAF1),,
739,BTBD2,ENSG00000133243,,,80325,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 80325 (ABTB1),,
740,BTBD3,ENSG00000132640,,,143879,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 143879 (KBTBD3),,
741,BTBD6,ENSG00000184887,R-HSA-983168,Antigen processing: Ubiquitination & Proteasome degradation,89890,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 89890 (KBTBD6),,
742,BTBD8,ENSG00000189195,,,284697,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 284697 (BTBD8),,
743,BTBD10,ENSG00000148925,,,10324,0: 09182 Protein families: genetic information processing,1: 04121 Ubiquitin system [BR:hsa04121],2: 10324 (KLHL41),,
744,BTG1,ENSG00000133639,R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,694,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 694 (BTG1),,
745,BTG2,ENSG00000159388,R-HSA-6804115,TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain,7832,0: 09182 Protein families: genetic information processing,1: 03019 Messenger RNA biogenesis [BR:hsa03019],2: 7832 (BTG2),,
746,BTK,ENSG00000010671,R-HSA-2424491,DAP12 signaling,25998,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 25998 (IBTK),,
747,BTN1A1,ENSG00000124557,R-HSA-8851680,Butyrophilin (BTN) family interactions,696,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 696 (BTN1A1),,
748,BTN2A1,ENSG00000112763,R-HSA-8851680,Butyrophilin (BTN) family interactions,11120,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 11120 (BTN2A1),,
749,BTN3A3,ENSG00000111801,R-HSA-8851680,Butyrophilin (BTN) family interactions,10384,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 10384 (BTN3A3),,
750,BTNL8,ENSG00000113303,R-HSA-8851680,Butyrophilin (BTN) family interactions,79908,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 79908 (BTNL8),,
751,BTNL9,ENSG00000165810,R-HSA-8851680,Butyrophilin (BTN) family interactions,153579,0: 09183 Protein families: signaling and cellular processes,1: 04147 Exosome [BR:hsa04147],2: 153579 (BTNL9),,
752,BUB1,ENSG00000169679,R-HSA-5663220,RHO GTPases Activate Formins,106821730,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 106821730 (BUB1B-PAK6),,
753,BUB1B,ENSG00000156970,R-HSA-5663220,RHO GTPases Activate Formins,106821730,0: 09181 Protein families: metabolism,1: 01001 Protein kinases [BR:hsa01001],2: 106821730 (BUB1B-PAK6),,
754,BUD31,ENSG00000106245,R-HSA-72163,mRNA Splicing - Major Pathway,8896,0: 09182 Protein families: genetic information processing,1: 03041 Spliceosome [BR:hsa03041],2: 8896 (BUD31),,
755,BZW2,ENSG00000136261,,,28969,,,,,
756,C1orf56,ENSG00000143443,,,54964,,,,,
757,C1orf87,ENSG00000162598,,,127795,,,,,
758,C1orf94,ENSG00000142698,,,84970,,,,,
759,C1orf167,ENSG00000215910,,,284498,,,,,
760,C1orf198,ENSG00000119280,,,84886,,,,,
761,C1QC,ENSG00000159189,R-HSA-173623,Classical antibody-mediated complement activation,714,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 714 (C1QC),,
762,C1QL2,ENSG00000144119,,,165257,0: 09182 Protein families: genetic information processing,1: 04131 Membrane trafficking [BR:hsa04131],2: 165257 (C1QL2),,
763,C1QTNF2,ENSG00000145861,,,114898,0: 09183 Protein families: signaling and cellular processes,1: 04990 Domain-containing proteins not elsewhere classified [BR:hsa04990],2: 114898 (C1QTNF2),,
764,C2,ENSG00000166278,R-HSA-166663,Initial triggering of complement,26870,0: 09182 Protein families: genetic information processing,1: 03041 Spliceosome [BR:hsa03041],2: 26870 (RNU1-2),,
